Scheme_Name	Asset_Value
INF204K01C64	NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option
INF204K01C80	NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option
INF204K01C49	NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option
-	Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus
-	Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option
-	Nippon India Corporate Bond Fund - Growth Plan - Bonus Option
-	Nippon India Corporate Bond Fund - Growth Plan - Growth Option
INF204KA1EN1	NIPPON INDIA CORPORATE BOND FUND - IDCW Option
INF204K01EK9	NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option
INF204K01EM5	NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option
INF204K01EI3	NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option
INF223J01CZ3	PGIM India Corporate Bond Fund - Annual Dividend
-	PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend
-	PGIM India Corporate Bond Fund - Direct Plan - Growth
-	PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend
INF223J01OS3	PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend
-	PGIM India Corporate Bond Fund - Growth
INF223J01DD8	PGIM India Corporate Bond Fund - Monthly Dividend
-	PGIM India Corporate Bond Fund - Premium Plus Plan - Growth
INF223J01DF3	PGIM India Corporate Bond Fund - Quarterly Dividend
-	PGIM India Premier Bond Fund - Annual Bonus
-	PGIM India Premier Bond Fund - Bonus
-	PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus
-	PGIM India Premier Bond Fund - Half-Yearly Bonus
-	SBI Corporate Bond Fund - Direct Plan - Growth
INF200KA1YT0	SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
INF200KA1YV6	SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Corporate Bond Fund - Regular Plan - Growth
INF200KA1YO1	SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
INF200KA1YQ6	SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
INF903J01PD9	Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
INF903J01OZ5	Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)
-	Sundaram Corporate Bond Fund Direct Plan - Growth
INF903J01OY8	Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)
INF903J01NT0	Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)
INF903J01NV6	Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)
INF903J01IE2	Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)
INF903J01ID4	Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)
INF903J01IB8	Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)
INF903J01IC6	Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)
-	Sundaram Corporate Bond Fund Regular Plan- Growth
-	Tata Corporate Bond Fund-Direct Plan-Growth
-	Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout
INF277KA1273	Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment
-	Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout
INF277KA1265	Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment
-	Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout
INF277KA1281	Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment
-	Tata Corporate Bond Fund-Regular Plan-Growth
-	Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout
INF277KA1349	Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment
-	Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout
INF277KA1331	Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment
-	Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout
INF277KA1356	Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment
-	TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH
INF0GCD01578	TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW
-	TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH
INF0GCD01545	TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW
-	Union Corporate Bond Fund - Direct Plan - Growth Option
INF582M01DV3	Union Corporate Bond Fund - Direct Plan - IDCW Option
-	Union Corporate Bond Fund - Regular Plan - Growth Option
INF582M01DZ4	Union Corporate Bond Fund - Regular Plan - IDCW Option
-	UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option
-	UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option
INF789F1APL2	UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW
INF789F1APN8	UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW
INF789F1APJ6	UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW
INF789F1APH0	UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW
INF789F1APC1	UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW
INF789F1APE7	UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW
INF789F1APA5	UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW
INF789F1AOY8	UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW
INF789F1A595	UTI Corporate Bond Fund - Direct Plan - Annual IDCW
INF789F1A611	UTI Corporate Bond Fund - Direct Plan - Flexi IDCW
-	UTI Corporate Bond Fund - Direct Plan - Growth Option
INF789F1A579	UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW
INF789F1A553	UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW
INF789F1A504	UTI Corporate Bond Fund - Regular Plan - Annual IDCW
INF789F1A520	UTI Corporate Bond Fund - Regular Plan - Flexi IDCW
-	UTI Corporate Bond Fund - Regular Plan - Growth Option
INF789F1A488	UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW
INF789F1A462	UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW
INF209KA1L04	Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW
-	Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus
-	Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth
INF209KA1K62	Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW
-	Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus
-	Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth
-	Axis Credit Risk Fund - Direct Plan - Growth
INF846K01PN7	Axis Credit Risk Fund - Direct Plan - Monthly IDCW
INF846K01PL1	Axis Credit Risk Fund - Direct Plan - Weekly IDCW
-	Axis Credit Risk Fund - Regular Plan - Growth
INF846K01PS6	Axis Credit Risk Fund - Regular Plan - Monthly IDCW
INF846K01PQ0	Axis Credit Risk Fund - Regular Plan - Weekly IDCW
INF194KA1X12	BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW
INF194KA1W13	BANDHAN Credit Risk Fund - Regular Plan Annual IDCW
-	BANDHAN Credit Risk Fund - Regular Plan Growth
INF194KA1V89	BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW
INF194KA1V22	BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW
INF194KA1V55	BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW
INF194KA1X46	BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW
-	BANDHAN Credit Risk Fund-Direct Plan-Growth
INF194KA1W54	BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW
INF194KA1W88	BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW
-	BANK OF INDIA Credit Risk  Fund - Direct Plan
-	BANK OF INDIA Credit Risk Fund - Regular Plan
INF955L01JA4	Baroda BNP Paribas Credit Risk fund - Regular-Quarterly- IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Quarterly IDCW option Seg. Portfolio 1)
INF955L01JE6	Baroda BNP Paribas Credit Risk fund - Regular-Weekly-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Weekly IDCW option Seg. Portfolio 1)
-	Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1)
INF955L01JQ0	Baroda BNP Paribas Credit Risk fund -Defunct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Monthly IDCW option Seg. Portfolio 1)
INF955L01JO5	Baroda BNP Paribas Credit Risk fund -Defunct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Weekly IDCW option Seg. Portfolio 1)
-	Baroda BNP Paribas Credit Risk fund -Direct - Growth option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Growth option Seg. Portfolio 1)
INF955L01JJ5	Baroda BNP Paribas Credit Risk fund -Direct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Monthly IDCW option Seg. Portfolio 1)
INF955L01JH9	Baroda BNP Paribas Credit Risk fund -Direct -Quarterly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Quarterly IDCW option Seg. Portfolio 1)
INF955L01JL1	Baroda BNP Paribas Credit Risk fund -Direct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-weekly IDCW option Seg. Portfolio 1)
-	Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW
-	Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW
INF955L01JK3	Baroda BNP Paribas Credit Risk fund -Direct-Daily IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-daily-IDCW option Seg. Portfolio 1)
-	Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option
INF955L01JD8	Baroda BNP Paribas Credit Risk fund -Regular -Daily-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Daily-IDCW option Seg. Portfolio 1)
INF955L01JC0	Baroda BNP Paribas Credit Risk fund -Regular -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Monthly IDCW option Seg. Portfolio 1)
-	Baroda BNP Paribas Credit Risk fund -Regular-Growth -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular Growth Seg. Portfolio 1)
-	Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option
-	Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW
-	Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW
-	Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1
-	Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1
INF955L01IX8	Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1
-	Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1
-	Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1
INF955L01IS8	Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1
INF955L01IQ2	Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1
INF955L01JN7	Baroda BNP Paribas Credit Risk Fund-Defunct -Daily IDCW option - seg Portfolio 2 (erstwhile BBNPP Medium Duration fund Defunct Daily IDCW daily option Seg Portfolio 1)
INF955L01IV2	Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1
INF740K01OW6	DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly
-	DSP Credit Risk Fund - Direct Plan - Growth
INF740K01OU0	DSP Credit Risk Fund - Direct Plan - IDCW
INF740KA1NX2	DSP Credit Risk Fund - Direct Plan - IDCW - Daily
INF740K01OY2	DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly
INF740KA1NZ7	DSP Credit Risk Fund - Direct Plan - IDCW - Weekly
INF740K01AB9	DSP Credit Risk Fund - Regular Plan - IDCW
INF740KA1OA8	DSP Credit Risk Fund - Regular Plan - IDCW - Daily
INF740K01JV8	DSP Credit Risk Fund - Regular Plan - IDCW - Monthly
INF740K01JX4	DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly
INF740K01FQ6	DSP Credit Risk Fund - Regular Plan - IDCW - Weekly
-	DSP Credit Risk Fund - Regular Plan -Growth
-	Franklin India Credit Risk Fund - Direct - Growth
INF090I01JK5	Franklin India Credit Risk Fund - Direct - IDCW
-	Franklin India Credit Risk Fund - Growth
INF090I01ER1	Franklin India Credit Risk Fund - IDCW
-	Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan
-	Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan
-	Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan
-	Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan
-	Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan
-	Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan
-	Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW
-	Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan
-	Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan
-	Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW
-	Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW
-	Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW
-	HDFC Credit Risk Debt Fund - Growth Option
-	HDFC Credit Risk Debt Fund - Growth Option - Direct Plan
INF179KA1I79	HDFC Credit Risk Debt Fund - IDCW Option
INF179KA1I53	HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan
INF179KA1GB2	HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan
INF179KA1GE6	HDFC Credit Risk Debt Fund - Quarterly IDCW Option
INF917K01UK2	HSBC Credit Risk Fund - Direct Annual IDCW
-	HSBC Credit Risk Fund - Direct Growth
INF917K01UI6	HSBC Credit Risk Fund - Direct IDCW
INF917K01UM8	HSBC Credit Risk Fund - Regular Annual IDCW
-	HSBC Credit Risk Fund - Regular Growth
INF917K01122	HSBC Credit Risk Fund - Regular IDCW
INF917K01CU9	HSBC Credit Risk Fund- Regular Plan - Bonus
INF109KB1AG8	ICICI Prudential Credit Risk Fund - Annual IDCW
-	ICICI Prudential Credit Risk Fund - Bonus
INF109KB1AE3	ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW
-	ICICI Prudential Credit Risk Fund - Direct Plan - Growth
INF109K01V26	ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW
INF109K01V42	ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW
-	ICICI Prudential Credit Risk Fund - Direct Plan Bonus
-	ICICI Prudential Credit Risk Fund - Growth
INF109K01GY6	ICICI Prudential Credit Risk Fund - Half Yearly IDCW
INF109K01GW0	ICICI Prudential Credit Risk Fund - Quarterly IDCW
INF205K01J25	Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)
-	Invesco India Credit Risk Fund - Direct Plan - Growth
INF205K01J17	Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)
INF205K01I75	Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)
-	Invesco India Credit Risk Fund - Regular Plan - Growth
INF205K01I67	Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)
-	Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option
-	Kotak Credit Risk Fund - Growth
-	Kotak Credit Risk Fund - Growth - Direct
INF174K01EF4	Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option
-	Nippon India Credit Risk Fund  - Growth Plan
-	Nippon India Credit Risk Fund  - Institutional Growth Plan
INF204KB18P8	NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option
INF204KB16P2	NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option
INF204KB14Q5	NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option
INF204KB12Q9	NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option
-	Nippon India Credit Risk Fund - Direct Plan - Growth Plan
-	NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option
INF204K01A90	NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option
INF204KA1WS2	NIPPON INDIA CREDIT RISK FUND - IDCW Option
INF204K01FS9	NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option
-	Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan
INF204KB16L1	NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option
INF204KB14L6	NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option
-	Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan
INF204KB12M8	NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option
-	Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan
INF204KB10M2	NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option
-	Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan
-	Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan
-	Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan
INF200K01SS0	SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)
INF200K01SU6	SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH
INF200K01QK1	SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH
INF200K01701	SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
INF789F1ARH6	UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option
INF789F1ARL8	UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option
-	UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option
INF789F1ARJ2	UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option
INF789F1ARN4	UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option
INF789F1ARE3	UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option
INF789F1ARS3	UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option
INF789F1ARW5	UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option
-	UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option
INF789F1ARU9	UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option
INF789F1ARY1	UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option
INF789F1ARP9	UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option
-	UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option
INF789F1AMM7	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option
INF789F1AMQ8	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option
-	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option
INF789F1AMO3	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option
INF789F1AMS4	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option
